tahun,bulan,nilai,berat
2008,January,9608000000,8349000000
2008,February,9843000000,8975000000
2008,March,10280000000,8407000000
2008,April,11650000000,9332000000
2008,May,11660000000,8763000000
2008,June,12110000000,8681000000
2008,July,12870000000,8782000000
2008,August,12330000000,8317000000
2008,September,11300000000,8172000000
2008,October,10730000000,7868000000
2008,November,9081000000,6895000000
2008,December,7742000000,6122000000
