tahun,bulan,nilai,berat
2007,January,5284000000,7564000000
2007,February,4663000000,6335000000
2007,March,5647000000,7738000000
2007,April,5644000000,6923000000
2007,May,6455000000,8441000000
2007,June,6015000000,7739000000
2007,July,6361000000,7038000000
2007,August,6917000000,8232000000
2007,September,6791000000,7763000000
2007,October,6286000000,6897000000
2007,November,7574000000,8201000000
2007,December,6838000000,7065000000
