tahun,bulan,nilai,berat
2009,January,6601000000,6409000000
2009,February,5939000000,5354000000
2009,March,6554000000,5978000000
2009,April,6707000000,6806000000
2009,May,7641000000,7568000000
2009,June,7935000000,8209000000
2009,July,8683000000,7865000000
2009,August,9707000000,8494000000
2009,September,8517000000,8856000000
2009,October,9430000000,9230000000
2009,November,8815000000,7715000000
2009,December,10300000000,8873000000
