tahun,bulan,nilai,berat
2012,January,14550000000,9671000000
2012,February,14870000000,11040000000
2012,March,16330000000,11230000000
2012,April,16940000000,11580000000
2012,May,17040000000,11880000000
2012,June,16730000000,12280000000
2012,July,16350000000,11540000000
2012,August,13810000000,10130000000
2012,September,15350000000,10810000000
2012,October,17210000000,12380000000
2012,November,16940000000,12500000000
2012,December,15580000000,11340000000
