tahun,bulan,nilai,berat
2006,January,4389000000,6126000000
2006,February,4528000000,6432000000
2006,March,4410000000,6347000000
2006,April,4780000000,6209000000
2006,May,5097000000,6761000000
2006,June,5725000000,8324000000
2006,July,5425000000,7475000000
2006,August,5704000000,6737000000
2006,September,5647000000,8168000000
2006,October,4582000000,6812000000
2006,November,5810000000,7725000000
2006,December,4968000000,6693000000
