tahun,bulan,nilai,berat
2010,January,9490000000,8244000000
2010,February,9498000000,8088000000
2010,March,10970000000,8994000000
2010,April,11240000000,9322000000
2010,May,9980000000,8562000000
2010,June,11760000000,10010000000
2010,July,12630000000,9877000000
2010,August,12170000000,9644000000
2010,September,9654000000,7219000000
2010,October,12120000000,9386000000
2010,November,13010000000,10540000000
2010,December,13150000000,10810000000
