tahun,bulan,nilai,berat
2004,January,3343000000,6820000000
2004,February,3389000000,7005000000
2004,March,3470000000,7024000000
2004,April,3550000000,6523000000
2004,May,3429000000,6186000000
2004,June,3782000000,6471000000
2004,July,4191000000,7213000000
2004,August,4101000000,6785000000
2004,September,4245000000,7028000000
2004,October,4156000000,6239000000
2004,November,3895000000,6288000000
2004,December,4973000000,7739000000
