tahun,bulan,nilai,berat
2003,January,2739000000,6924000000
2003,February,2819000000,6555000000
2003,March,2818000000,5659000000
2003,April,2622000000,5341000000
2003,May,2576000000,5658000000
2003,June,2447000000,5359000000
2003,July,2609000000,5784000000
2003,August,2696000000,5625000000
2003,September,2740000000,5733000000
2003,October,2802000000,5681000000
2003,November,2798000000,5841000000
2003,December,2885000000,5543000000
