tahun,bulan,nilai,berat
2002,January,2088000000,5293000000
2002,February,2182000000,5696000000
2002,March,2363000000,6010000000
2002,April,2383000000,5348000000
2002,May,2498000000,5980000000
2002,June,2439000000,5799000000
2002,July,2646000000,6531000000
2002,August,2824000000,6086000000
2002,September,2860000000,5885000000
2002,October,3105000000,6825000000
2002,November,2956000000,6775000000
2002,December,2945000000,6513000000
