tahun,bulan,nilai,berat
2005,January,4121000000,6611000000
2005,February,4282000000,6325000000
2005,March,5177000000,7834000000
2005,April,5112000000,7554000000
2005,May,4950000000,7377000000
2005,June,4821000000,7192000000
2005,July,4986000000,6970000000
2005,August,5488000000,7236000000
2005,September,4921000000,6677000000
2005,October,4863000000,7309000000
2005,November,4091000000,5589000000
2005,December,4890000000,6993000000
