tahun,bulan,nilai,berat
2013,January,15450000000,11930000000
2013,February,15310000000,10900000000
2013,March,14890000000,11020000000
2013,April,16460000000,12210000000
2013,May,16660000000,12610000000
2013,June,15640000000,11930000000
2013,July,17420000000,13230000000
2013,August,13010000000,9898000000
2013,September,15510000000,11290000000
2013,October,15670000000,12100000000
2013,November,15150000000,11650000000
2013,December,15460000000,12340000000
