tahun,bulan,nilai,berat
2011,January,12560000000,9742000000
2011,February,11750000000,9447000000
2011,March,14490000000,10340000000
2011,April,14890000000,11200000000
2011,May,14830000000,11010000000
2011,June,15070000000,11160000000
2011,July,16210000000,11770000000
2011,August,15080000000,11020000000
2011,September,15170000000,10050000000
2011,October,15530000000,10410000000
2011,November,15390000000,10710000000
2011,December,16480000000,11380000000
